index,NPS_label,noisy,verbatim
3065,Detracteur,False,"""I've been waiting for 3 hours to get some resolution on my data issues, but all I got was some generic apology and a promise to escalate the issue to a supervisor. Can't believe I'm still stuck with this slow internet after paying $79 every month."""
1596,Detracteur,False,"""I'm fed up with the constant outages on my data plan, it's like you guys don't care about your customers at all. I've been complaining about this for months and nothing has changed."""
1905,Detracteur,False,"""This is ridiculous, I've been having the same problem with my data speeds for weeks and no one can seem to fix it. Your technicians came out twice already and said they'd resolve the issue but nothing has changed. I'm fed up with paying $102 a month for service that doesn't even work half the time."""
1234,Detracteur,False,"""I've been trying to get a straight answer about why my data speeds are so slow for weeks now. Your reps keep giving me the runaround and telling me it's because of congestion in my area, but I know that's just an excuse. Can someone please just fix the problem or give me a refund already?"""
1327,Detracteur,False,"""I've been trying to resolve this issue for weeks now, but no one seems to care. My internet is still out of order and I'm supposed to be paying for it. Can someone please fix this already?"""
1612,Detracteur,False,"""I'm fed up with the constant network outages in my area, it's ridiculous how many times I've been without service this month alone. You're just going to tell me to reboot my phone again like you always do and then what? It doesn't fix anything!"""
4614,Detracteur,False,"""This is ridiculous, I've been trying to get this problem fixed for weeks and your team keeps telling me it's someone else's fault. I just want my data working properly and you're still sending me around in circles."""
746,Detracteur,False,"""I've been dealing with slow internet speeds for months now and I'm still waiting for someone to fix the problem. Your technician came out last week and said he 'thought' he fixed it, but nothing's changed. I'm tired of paying good money for a service that doesn't work."""
1985,Detracteur,True,"""I appreciate that you were able to resolve the issue with my data roaming, but I'm still a bit frustrated that it took so long to get sorted out. Also, I wish you had communicated with me sooner about the maintenance notice last week."""
1733,Detracteur,False,"""I'm fed up with the constant dropped calls on my main line, it's happening every other day, and no one seems to care about fixing this basic problem. Your support team just keeps telling me to restart my phone or check my signal strength, like that's supposed to solve anything."""
2733,Detracteur,False,"""I've had enough of these ridiculous outages every week! I pay you 90 dollars a month for four services and still can't get a reliable connection. It's unacceptable that my internet is down again and your 'experts' are too busy to fix it."""
162,Detracteur,False,"""I've been trying to fix my internet connection for hours and your people just keep telling me the same thing - 'check your router' or 'try restarting'. It's ridiculous! I'm paying almost $100 a month for this service and it's not even reliable."""
361,Detracteur,False,"""I've been having issues with my data speeds for weeks now and no one can seem to fix it. I've called multiple times and each time they just send someone out to check the signal strength and tell me there's nothing wrong. It's ridiculous that I'm paying $85 a month and still getting slow speeds."""
3778,Detracteur,False,"""I've been trying to get my internet working for hours and your support team is useless. You just keep telling me to reset my router without actually fixing the problem."""
1981,Detracteur,False,"""I've been trying to get a decent signal at my home for weeks now, but it's still terrible. Your 'experts' told me to switch to another network setting, but that didn't work either. Can you please just fix the problem already?"""
1330,Detracteur,False,"""This is ridiculous, I've been trying to get a data plan for weeks now and your representatives keep telling me it's not possible with my current package. You're charging me $70 a month for nothing."""
1561,Detracteur,False,"""I've been having the same problem for weeks now, and no one seems to care. Every time I call, you guys just keep telling me someone will call me back, but nobody ever does. This is ridiculous."""
5372,Detracteur,False,"""I'm still waiting for the promised fix to my data issues from three weeks ago, but nothing has been done. I've wasted too much time on hold with your team already and it's unacceptable that you can't even get this right."""
4673,Detracteur,False,"""I've been having the same issue with dropped calls on my primary line for weeks now and no one seems to care. I was promised a resolution during our last call but nothing has changed. Can't you just fix this already?"""
626,Detracteur,False,"""I've been trying to get a simple data plan for months now and every time I ask someone in your company, they just tell me it's not available yet or it's being worked on. When am I going to have reliable internet? It's ridiculous that I'm paying $69 a month and still can't even browse properly."""
2468,Detracteur,False,"""I've been having the same problem for three weeks now, a faulty signal in my area that's causing dropped calls and poor reception. Your team promised to escalate it but nothing has changed. I'm fed up with this constant issue."""
1664,Detracteur,False,"""I've been trying to resolve this problem for weeks, but no one seems to care. My data speed is still slow as hell and I'm paying 34 bucks a month for it. Can someone please just fix it already?"""
5618,Detracteur,True,"""I'm happy that you guys finally resolved the issue with my internet connectivity, it was really frustrating me. But I still think the customer service experience could be improved if there were more options to resolve issues online or through chat."""
3019,Detracteur,False,"""I've been trying to get a straight answer from your team for weeks about why my data speeds are so slow on weekends. I'm paying top dollar for this service and I expect better than what I'm getting."""
1536,Detracteur,False,"""I've been trying to get a straight answer from your team for weeks about why my data speeds are so slow on my business plan, but nobody can give me a clear explanation or fix the problem. It's ridiculous that I'm paying $91 a month and getting such terrible service."""
2031,Detracteur,False,"""I've been dealing with this same issue for months now and nothing gets resolved. I'm paying $99 a month for five services that don't even work properly half the time."""
3702,Detracteur,False,"""I've been calling for over an hour and nobody seems to care about my problem. I just want a simple fix for the data issues I'm experiencing but no one can help me and it's ridiculous that I have to go through so much trouble to get something fixed."""
2892,Detracteur,False,"""I've been waiting for 30 minutes already and nobody has picked up my call, I'm getting really annoyed. My internet is still down since yesterday and no one seems to care about resolving the issue."""
2335,Detracteur,True,"""I'm actually quite pleased that the representative was able to resolve the issue I had with my data package being throttled. It's been a bit of a struggle since I switched from my previous operator, but it seems like you guys are getting the hang of things."""
5104,Detracteur,True,"""I'm happy that you were able to resolve the issue with my data roaming charges, but I'm still a bit frustrated that it took so long for someone to look into it. Maybe if you had more staff available during peak hours, these kinds of issues wouldn't happen."""
1489,Detracteur,False,"""I've been trying to resolve this data roaming issue for two weeks now and your team keeps telling me it's a problem on my end, but I know it's not because I've checked with other operators and they have no issues. Can someone please take responsibility and fix this?"""
208,Detracteur,False,"""I've been dealing with a dead zone on my data network for weeks and you guys still can't fix it. I've sent multiple emails and made several calls and no one seems to care. This is ridiculous, I'm paying almost $90 a month for this service."""
414,Detracteur,False,"""I've been complaining about this same issue for months now - my data speed is still ridiculously slow on Sundays and I'm tired of being told it's 'maintenance' or 'network optimization'. Can someone finally fix this problem instead of just apologizing?"""
1379,Detracteur,False,"""I've been complaining about this data issue for weeks now and no one has been able to fix it, I'm getting charged extra fees because of it and your customer support is completely unhelpful."""
1509,Detracteur,False,"""I've been waiting for over an hour to speak to someone, your system is ridiculous! I just want to know why my internet isn't working and when it's going to be fixed."""
2230,Detracteur,True,"""I'm still having some trouble with the network coverage in my area, but I appreciate how quickly you escalated the issue and offered to send a technician to check the signal strength."""
3411,Detracteur,False,"""I've been trying to get help for my internet issues for weeks now, but nobody can seem to fix the problem. I'm still paying for a service that doesn't work and it's ridiculous. Can someone please just come out here and fix this already?"""
1460,Detracteur,False,"""I've been having the same problem for weeks now and no one seems to care. The internet keeps dropping out and I'm paying top dollar for this service. Can't you just fix it already?"""
3617,Detracteur,False,"""I'm still waiting for the technician to fix my phone line issue that I reported 3 months ago! You guys promised it would be done within a week but nothing's been done. Now I have to pay extra for using someone else's internet."""
1608,Detracteur,False,"""I'm still waiting for my internet to be fixed after the outages yesterday, and you're telling me it's a network maintenance issue? That's unacceptable, I've been paying $110 a month for 7 services and I get zero reliability."""
2529,Detracteur,False,"""I've been trying to resolve this issue for weeks, but no one seems to care. I was promised a credit on my bill because of the outages in our area, but it's still pending and I'm getting nowhere with your support team."""
1232,Detracteur,True,"""I'm overall happy with the resolution of my data speed issue, but I'm still a bit frustrated that it took so long to get sorted out. Maybe if you guys had automated troubleshooting, I wouldn't have had to waste so much time on hold."""
1233,Detracteur,False,"""I've been having the same issue for weeks now, I just want to be able to make a call without dropping every other minute, is that too much to ask? You guys keep sending me new SIM cards and telling me it's fixed but it's not."""
1486,Detracteur,False,"""I've been trying to resolve this issue for weeks now and your team just keeps passing the buck back and forth. I'm still waiting for someone to fix my data speed problem that you guys promised would be resolved last month."""
2236,Detracteur,False,"""I've been having issues with my data speed for weeks now and your team promised to send someone out to fix it, but no one showed up yesterday like they said they would."""
1335,Detracteur,False,"""I'm tired of the same old excuses, I've been waiting for 3 weeks to get my data issue resolved and no one has bothered to fix it. Your network is still slow as hell and you expect me to pay almost $100 a month for this? It's ridiculous!"""
2341,Detracteur,False,"""I've been trying to resolve this data roaming issue for weeks now, but every time I call you, I'm told someone else will follow up with me. Nobody does! I'm still being charged for international rates when I shouldn't be."""
1288,Detracteur,False,"""I've been trying to get a decent signal in my area for weeks now, but it's like you guys don't care about the customers outside of major cities. I pay $45 a month and I'm still getting dropped calls left and right."""
2842,Detracteur,False,"""I'm still waiting for the internet to be activated after 3 weeks of promised activation dates. Your customer support team just keeps telling me it's a technical issue that will be resolved soon, but nothing has changed."""
2070,Detracteur,False,"""I'm fed up with the constant issues I've been having with my data speed. It's been three weeks since I signed up and I still can't get a stable connection most of the time. You're just not taking my complaints seriously."""
1146,Detracteur,False,"""I've been experiencing dropped calls nonstop on my primary line, and you're telling me it's just a 'network issue' that I need to reset my phone? That's ridiculous! It's been happening for weeks, and I'm paying $104 a month for this subpar service."""
1598,Detracteur,False,"""I'm really fed up with the constant issues I've been having with my internet connection, it's been out for three days now and nobody seems to care. I've already spoken to two different representatives and nothing has been done to fix the problem. Your company is supposed to provide a reliable service, but so far you're failing miserably."""
2414,Detracteur,False,"""I'm extremely unhappy with the service I've been getting from you guys. The internet is slow and keeps dropping out for hours at a time. Your supposed 'tech support' team didn't even try to help me resolve the issue when I called them yesterday."""
2045,Detracteur,False,"""I've been waiting for 3 weeks to get my internet fixed and you're telling me it's still going to take another week? Unbelievable. I'm tired of paying $49 a month for a service that barely works half the time."""
1547,Detracteur,False,"""I've been trying to troubleshoot the same internet connectivity issue for weeks now and no one seems to care. Your customer support is completely unhelpful and I'm fed up with the constant excuses. Can someone please just fix my problem already?"""
134,Detracteur,False,"""I've been trying to get a straight answer from your team for weeks now about why my data speeds are so slow. Every time I call, I'm told someone will escalate the issue and follow up with me, but no one ever does. This is ridiculous."""
1337,Detracteur,True,"""I'm generally happy with my service, but I've been having some trouble with data speeds on my 4G network. I tried restarting my phone and it seemed to fix the issue, but it would be great if you could look into it further."""
1383,Detracteur,False,"""I've been having issues with my data speed for weeks now and your team just keeps passing the buck. First, they told me it was a network problem, then it was an issue with my phone, but nothing's changed. I'm tired of paying $76 a month for a service that doesn't work as advertised."""
1176,Detracteur,False,"""I'm still waiting for the promised fix to my internet connectivity issues that you guys said would take a week to resolve. It's been two weeks and nothing has changed. Can someone please escalate this issue?"""
452,Detracteur,False,"""I've been trying to get help for hours, but no one can resolve my issue. I'm still having trouble with data speeds on my primary line and nobody seems to care. I just want a working service, not some scripted solution that doesn't address the problem."""
1190,Detracteur,False,"""I've been having this same problem for two months now and nobody can fix it. I keep getting told to do the same troubleshooting steps over and over again, but nothing changes. This is ridiculous, I'm going to have to switch providers if you can't even get your own services working."""
850,Detracteur,False,"""I've been having the same problem with my data speed for months now and nothing's being done about it. I've contacted you guys multiple times and all I get is a generic response saying 'please restart your device' or something like that. It's ridiculous that I'm paying $60 a month and still getting subpar service."""
1869,Detracteur,False,"""I've been trying to fix this problem for months and no one can seem to care. I'm still getting dropped calls every other day and your 'solution' didn't work. Can you please escalate this issue to someone who actually knows what they're doing?"""
1923,Detracteur,False,"""I'm fed up with the constant dropped calls on my main line, it's like you people don't care about providing a decent service anymore. I've been telling you for months to fix this issue and nothing has changed, just empty promises."""
240,Detracteur,False,"""This is ridiculous, I've been trying to resolve this issue for weeks now and nobody seems to care. I was promised a solution by the last representative I spoke with, but nothing has changed. Can you please just fix my problem already?"""
1148,Detracteur,False,"""I've been trying to get a data plan activated for weeks now and your team keeps sending me the wrong instructions. I'm tired of wasting my time on hold and dealing with unhelpful representatives."""
1711,Detracteur,False,"""I've been trying to fix this data roaming issue for weeks now and your team keeps sending me around in circles. I'm still getting charged for international usage even after I turned off data roaming. Can't you just fix the problem already?"""
1843,Detracteur,False,"""I've been trying to resolve this issue for weeks, but every time I call, I'm told it's not possible to fix without upgrading my plan. It's ridiculous that I have to pay more money just to get the service that was supposed to be included in my original package."""
111,Detracteur,False,"""I've been dealing with the same dropped calls for months now and it's getting ridiculous, I've already wasted my whole day today trying to get a resolution and your support team just kept passing me around like a hot potato."""
118,Detracteur,False,"""This is ridiculous, I've been trying to get this issue resolved for weeks now and your team just keeps passing the buck. First, they told me it was a problem on their end, then they said it was my device, and now you're saying I need to reset everything again. Unbelievable."""
2299,Detracteur,False,"""I've been experiencing poor network coverage at my home for the past month and I'm still waiting for someone to come fix it. Your technician said he would be there last week but never showed up. I'm really unhappy with the service and feel like I'm just throwing my money away."""
1195,Detracteur,False,"""I've been having the same data issues for weeks now, and I'm sick of being told to restart my phone or check my settings. It's ridiculous that I have to pay $85 a month for this level of service. Can't you just fix the problem already?"""
2207,Detracteur,False,"""I'm still waiting for my internet to be fixed after three days of outages, it's ridiculous how long it takes to resolve issues here. I've been paying $89 a month and can't even get basic service. You people are just not listening to your customers."""
2204,Detracteur,False,"""I've been dealing with dropped calls and poor network quality for weeks now, and nothing has changed despite multiple promises from your team. It's unacceptable that I'm still experiencing these issues after paying $85 every month. When are you going to fix this?"""
140,Detracteur,False,"""I'm still having issues with my data speeds on both my phone and tablet, despite your tech team saying they'd resolve it last time I called. Now you're telling me it's a network issue and not something your company can fix? This is ridiculous."""
1775,Detracteur,False,"""I've been dealing with poor network quality for months now, and I'm getting tired of constantly losing signal strength in my area. Your tech support just told me to restart my phone again, like that's going to solve the problem."""
2084,Detracteur,False,"""I've been having the same problem with my data speed for months now, every time I complain to you guys it takes forever to resolve and then it just happens again. This is ridiculous, I'm paying $81 a month for this subpar service."""
2094,Detracteur,False,"""This is ridiculous, I've been trying to get a new SIM card for weeks and you guys just keep telling me it's on the way. Now my account is still being charged 70 dollars a month even though I don't have any services activated."""
644,Detracteur,False,"""I'm still waiting for the issue with my data speed to be resolved, it's been two weeks since I reported it and nothing has changed. Your technician came to fix it and said it was fixed but it's not. I don't understand why you can't just get it right."""
6363,Detracteur,False,"""I've been waiting for over a month to get my phone bill fixed and I'm still getting charged incorrectly. Your customer service people just keep telling me they'll send someone to investigate and nothing ever happens."""
4331,Detracteur,False,"""This is ridiculous, I've been waiting for hours to resolve the issue with my data plan and it's still not fixed. I paid 80 bucks for this service and you can't even get it right. When will someone competent answer?"""
5893,Detracteur,True,"""I'm still having trouble getting a signal in my apartment building, but I think the guy on the phone was really helpful and tried to fix it for me. He also gave me some tips on how to boost the signal."""
1226,Detracteur,False,"""I'm extremely disappointed in your service, I've been having constant issues with data speed and reliability for months now and nothing has been done to fix it. I've wasted too much time on the phone already trying to get help and still no solution."""
2171,Detracteur,False,"""I've been having issues with my data speed for months now and your reps just keep telling me to restart my phone or check my settings like it's my fault. I'm paying 55 bucks a month for this subpar service."""
5792,Detracteur,False,"""I've been waiting for three weeks now to get my data roaming issue fixed and no one has bothered to follow up with me. I'm tired of being stuck in this never-ending cycle of promises and broken commitments."""
173,Detracteur,False,"""I'm still waiting for the data bonus I was promised when I signed up a month ago. It's ridiculous that I have to keep asking about it every week and nobody seems to care. When are you going to fix this?"""
1753,Detracteur,False,"""I'm extremely disappointed that my data speed is still slow after four times of promised fixes. I've wasted too much time on the phone with your team and nothing has changed."""
1724,Detracteur,False,"""I've been dealing with the same problem for three weeks now - my data is consistently slow during peak hours. I've already spent 20 minutes on hold yesterday, only to be told that someone would call me back within an hour and nobody did."""
2113,Detracteur,False,"""I've been having the same problem with my data speeds for months now and I'm still waiting to hear back from you guys about what's going on. Your technician came out last week and said it was a 'network issue' but nothing has changed."""
1513,Detracteur,False,"""This is ridiculous, I've been on hold for over 20 minutes and no one can help me with my data issue. I'm still waiting to get my internet fixed after 3 days of no service."""
2891,Detracteur,False,"""I'm still having issues with my data speed, it's been a month since I paid for this service and I'm getting speeds that are nowhere near what you promised. Your tech support team keeps telling me to reboot my phone and that's not going to fix the problem."""
1194,Detracteur,False,"""I've been trying to get a decent signal in my apartment for weeks now and nothing has been done about it. I've been paying $71 a month for what feels like a worthless service. Can't you just send someone to fix the issue already?"""
2277,Detracteur,False,"""I've been trying to fix this issue for weeks now and nobody seems to care. Your data speeds are still ridiculously slow on my phone and it's affecting my business. I'm paying 71 dollars a month for this subpar service."""
1160,Detracteur,True,"""I'm just glad you were able to resolve the issue with my data roaming, but I'm still waiting for someone to follow up on the Wi-Fi password reset. It's frustrating that it took so long."""
1940,Detracteur,False,"""I've been trying to get my internet working for weeks now, but every time I call you guys, you just say 'try restarting your router' or 'check your cables'. It's ridiculous! Can someone actually fix this issue for once?"""
400,Detracteur,False,"""I've been trying to resolve this data rollover issue for weeks and your team keeps telling me it's not possible. I'm paying 25 dollars a month for nothing. You guys are supposed to be the biggest operator in Africa, but customer service is non-existent."""
256,Detracteur,True,"""I'm glad the representative was able to help me with my issue, but I'm still having some trouble with data speeds on my device."""
2578,Detracteur,False,"""I'm still waiting for someone to fix my internet issues that started two weeks ago. I've been transferred three times already and no one has resolved the problem. Your network is unreliable and your customer service is a joke."""
1714,Detracteur,False,"""I've been having the same problem for months now, I'm still not getting any signal at my office building and your team keeps telling me it's a 'technical issue' that needs to be escalated, but nothing gets done. I'm fed up with paying 71 bucks every month for nothing."""
24,Detracteur,True,"""I'm happy that you guys were able to resolve the issue with my data speed, but I still think it's weird that I have to restart my phone every time I want to use WhatsApp. Can you look into this and see why it's happening?"""
1696,Detracteur,False,"""I've been complaining to you guys about the same problem with my data speed for months now and still nothing's being done, I'm paying top dollar for this service and it's unacceptable that I'm stuck with slow speeds all the time."""
2934,Detracteur,False,"""I've been calling for 20 minutes and no one has helped me. I'm still stuck with the same problem, can't get a simple question answered. No one cares about resolving my issue."""
1641,Detracteur,False,"""I've been trying to get a solution for this data roaming issue for weeks now and nobody seems to care. I was promised it would be resolved last time I spoke with someone, but nothing has changed. Can you please just fix the problem already?"""
2073,Detracteur,False,"""I've been trying to fix this data roaming issue for weeks, but every time I call your support team, they just keep transferring me around and telling me someone will get back to me. Nobody ever does, and my bill keeps piling up. It's ridiculous that I have to pay $40 extra just because your network can't even work properly abroad."""
1447,Detracteur,True,"""I'm generally happy with the service, but I did have some trouble transferring my phone number from an old provider to yours. It took a few attempts, but your rep was patient and helped me sort it out."""
1672,Detracteur,False,"""I've been calling for 30 minutes and no one can help me. I'm tired of poor internet speed and constant drops. You guys just keep saying you're sending someone to fix it but nobody shows up."""
4603,Detracteur,False,"""This is ridiculous, I've been trying to resolve this data roaming issue for weeks and you guys keep passing me around like a hot potato. Can't believe I'm still paying $20 a month for nothing."""
2227,Detracteur,False,"""I've been trying to get a data plan for weeks now and every time I call, you guys just keep passing me around like I'm some kind of nuisance. No one can give me a straight answer about why it's taking so long or how much it's going to cost."""
1477,Detracteur,False,"""I've been trying to resolve this issue for weeks now and nobody seems to care. I paid extra for the premium data plan and it's still slow as hell, you guys are just not delivering what you promised."""
384,Detracteur,False,"""I've been waiting for hours to speak with someone about my data issue, and you're telling me it's not a priority because I'm on the lowest plan? That doesn't make sense! I'm paying 89 dollars a month, I expect better service."""
341,Detracteur,False,"""I'm still having issues with my data speeds, it's been three weeks since I opened a ticket and no one has called me back to resolve the problem. The representative just kept telling me to restart my phone and that was it."""
1317,Detracteur,False,"""I've been trying to get a decent signal in my apartment for weeks now and your team keeps telling me it's an 'isolated incident'. I'm paying $25 a month for nothing! You guys can't even give me a straight answer about why my data is so slow."""
2233,Detracteur,False,"""I've been trying to get help with my data speeds for weeks now and nobody seems to care. I'm paying almost $90 a month for subpar service and it's ridiculous. Can someone please just fix this already?"""
5775,Passif,False,"""I'm just wondering if there's a way to get some extra data for my phone plan without having to upgrade to a new package."""
4579,Passif,True,"""I'm still waiting for the issue with my data bundle to be resolved, it's been a week now. Can you please escalate this case to someone who can help me?"""
1072,Passif,True,"""I'm still having trouble with my data speeds, but I appreciate the effort your team made to help me troubleshoot the issue last time."""
2553,Passif,False,"""I'm having some issues with my data speeds, it's been slow for the past few days. I've tried restarting my phone and modem but nothing seems to be working."""
5200,Passif,False,"""I'm just having some trouble understanding the new data roaming charges on my international plan. Can you walk me through how it works?"""
2760,Passif,False,"""I'm still having issues with the data speed on my main number. I've tried restarting my phone multiple times but it doesn't seem to make a difference."""
3655,Passif,True,"""I'm still having issues with my data speed, it's been slow for weeks now, can you please help me fix this? I've tried restarting the phone and nothing has worked."""
580,Passif,False,"""I'm experiencing some issues with my data speed on my primary line, it's been slow for the past week or so."""
4183,Passif,False,"""I'm having some issues with my data speed on the 5G network, it's been slow for the past few days. Can you please help me troubleshoot or escalate this issue to someone who can assist?"""
4794,Passif,True,"""I've been having some issues with my data speed lately and I'm hoping you can help me troubleshoot the problem. I've tried restarting my phone and modem, but nothing seems to be working."""
6507,Passif,False,"""I'm calling to request a new SIM card as my current one is not working properly. I've tried restarting the phone but the issue persists."""
5673,Passif,False,"""I'm just having some issues with my data speeds being really slow lately, especially during peak hours. I've tried restarting my phone but nothing seems to work."""
3901,Passif,False,"""I'm not really happy with the data speed on my new phone, it's slower than what I experienced before. Can you check if there's an issue with my account or if there's something wrong with the network?"""
4735,Passif,False,"""I'm calling because my internet connection has been slow for the past few days. I've tried restarting the router but it didn't help."""
330,Passif,False,"""I'm experiencing some issues with my data speed, it's been slow for the past week. I've tried restarting my phone but nothing seems to work."""
604,Passif,False,"""I'm just getting frustrated that my data speeds have been slow again this month, I've already checked my plan details and it's the same as always. Can you please investigate what's going on?"""
5138,Passif,False,"""I'm still having issues with my data speed, it's been a while since I reported the problem and nothing has changed. Can you please escalate this issue to your technical team?"""
42,Passif,False,"""I'm having some trouble with my data speed on my third SIM card. It's been slow for the past week and I've tried restarting it multiple times."""
3641,Passif,False,"""I'm having some issues with my data speeds on the 4G network, it's been slow lately and I'm not sure why."""
